AR07W0G1187B999374,"Kansas City, MO"
AR07YTV1187B994DE2,"Berwick-upon-Tweed, Northumberlan"
AR080801187B9A57B5,"Bainbridge Island, WA "
AR080N81187FB4C442,"Florida"
AR08AVM1187FB3B9EE,"Warwick, England"
AR08DSO1187FB3611C,"Texas"
AR08DYV1187B99A0D7,"New York, NY"
AR08E891187B9A4FC8,"Baton Rouge, LA"
AR08I9N1187B9B398F,"Berlin"
AR08MVH1187B992A8F,"Bournemouth"
AR08NXW1187B99526D,"Missouri"
AR08PJH1187FB3F359,"St. Louis, MO"
AR08R3E1187B98ADA4,"St. Louis, MO"
AR08T1C1187B9935DF,"Toronto"
AR08V2C1187FB3C879,"Kansas City, MO"
AR08VFK1187FB505A3,"Detroit, MI"
AR0962A1187B9B43E9,"California"
AR0975S1187FB55A70,"New Jersey"
AR099IK1187B98FB30,"California - LA"
AR09AQD1187FB38D6F,"Rogers, TX"
AR09GYB1187FB57A2C,"CANADA - Nova Scotia"
AR09K481187FB36348,"Leeds"
AR09Q371187B9AAD31,"Liverpool, England"
AR0A30I1187FB35F41,"Guadalajara, Jalisco"
AR0A5SZ1187FB51755,"La Paz Bolivia"
AR0A9UD1187B9AC521,"Birmingham, England"
AR0AFBN1187FB46668,"Berlin, Germany"
AR0AGUQ1187FB3A0EE,"Oslo, Norway"
AR0AN4W1187B9B1F49,"B-Town"
AR0AORI1187FB54663,"Springfield, il"
AR0APVQ1187B98F420,"Mississippi"
AR0AQQP119B8667DA9,"Chicago Illinois USA"
AR0ARO11187B99CB46,"İstanbul"
AR0AS6L1187FB40629,"Dublin (Irlande)"
AR0AXAA1187B98A375,"Memphis, TN"
AR0B1CH1187FB3A824,"Benton, Arkansas"
AR0B3JN1187FB4360A,"Roslyn, Quebec, Canada"
AR0B3RS1187FB48F5D,"Cincinnati, OH"
AR0B6VD1187B99C293,"Ventura County, CA"
AR0B8CT1187B9B2CF3,"Saarbrucken, Germany"
AR0BHYX1187B994C4C,"Effingham New Hampshire USA"
AR0BLSQ1187B9ABB45,"Pasadena, CA"
AR0BO8O1187B992CC1,"Huddersfield, UK"
AR0BOK31187FB38843,"California - LA"
AR0BQ871187FB43ED0,"NORWAY"
AR0BUWP1187FB51259,"Meridian, MS"
AR0BX931187B9A30EA,"Great Britain"
AR0BXMP1187FB474BB,"Los Angeles, CA"
AR0BYBG1187FB3F3E1,"MIAMI, Florida"
AR0C3MJ1187FB44C80,"Tiel Ridge, LA"
AR0CANF1187B9AF35F,"Los Angeles, California"
AR0CARF1187FB47F54,"Johnston, IA"
AR0CFNY119B3403600,"London"
AR0CGJE1187FB3B1A5,"Agoura Hills, CA"
AR0CJQS1187FB42BEB,"Atlanta, GA"
AR0CJV71187FB47423,"Dallo City"
AR0CPVT1187FB3EF09,"Uppsala, Sweden"
AR0CQXB1187FB3DF28,"United Kingdom"
AR0CR7R1187FB39B15,"Edinburgh"
AR0CS771187B9920F1,"Napoli, Milano, Firenze"
AR0CZ5J1187B9B8733,"Oklahoma"
AR0D40L1187FB5AE3A,"Illinois"
AR0D4UL1187FB4CA5A,"BROOKLYN, New York"
AR0D7CF1187FB52D27,"Los Angeles, CA"
AR0D7GB1187FB427A2,"Hamburg, Germany"
AR0DA0R1187B9A5FB6,"NY - New York City"
AR0DA1T1187FB3D10D,"Delaware"
AR0DGAV1187FB412FA,"Massachusetts"
AR0DLAE1187B99AE17,"AUSTRALIA"
AR0DPJW1187B9AF9B6,"Middleton, England"
AR0DQ0J1187B98948A,"Queens, NY"
AR0DQG81187FB4B1E8,"Rio de Janeiro, Brazil"
AR0DWHE1187B9B471C,"Lago "
AR0E86Q1187FB477EE,"Berlin, Germany"
AR0E92U1187B9A4709,"Havana, FL"
AR0EF1G1187FB5CC92,"North Carolina"
AR0EJVW1187B9AF9B7,"Great Britain / UK"
AR0ESCX1187B98B6E7,"London"
AR0ESLD1187B9B02FE,"Bandung"
AR0ETY11187FB4C853,"Brooklyn, NY"
AR0EV531187B9AD909,"Philadelphia, PA"
AR0F2WH1187B99C65A,"Odense, Denmark"
AR0F54F1187FB44536,"Cologne, Germany"
AR0F5IT1187FB39E6F,"Frankfurt, Germany"
AR0FBGZ1187B9A1A0E,"Texas"
AR0FH9G1187B9A7B1B,"Greenville, MS"
AR0FHF51187B9B9ABD,"Texas"
AR0FMXH1187FB47EF0,"UK - England - South East"
AR0FQTM1187FB447F2,"Washington, D.C."
AR0FU031187B99AD7A,"CAMROSE Alberta Canada"
AR0FXTC1187FB46FEC,"Honolulu, HI"
AR0FZH51187FB4A6E5,"Chicago, IL"
AR0FZI21187FB41CB5,"California"
AR0G47L1187B98CC6D,"Battle, Sussex, England"
AR0G9HI1187FB5CA28,"San Antonio, TX"
AR0GEN21187B9A3D5C,"California - LA"
AR0GHWE1187FB4A31B,"London, England"
AR0GINZ1187FB49F5A,"Wisconsin"
AR0GKKQ1187B9A0506,"London, England"
AR0GZVK1187B9AF27C,"Germany"
AR0H2L21187FB3B2C3,"Gueyden, LA"
AR0H39F1187B9BA26D,"Dayton, OH"
AR0HBM11187FB45679,"Columbus, OH"
AR0HL011187FB447CC,"Spain"
AR0HNI11187B9A4C64,"Virginia"
AR0HO681187FB3BE2A,"Marseille, France"
AR0HQWM1187B98F453,"Detroit, MI"
AR0HX5D1187FB36CF2,"Great Britain / UK"
AR0I08Y1187B9AC057,"Huntington Park, CA"
AR0I1WP1187B98A486,"UK - England - London"
AR0I3KO1187B996D2F,"Paris 13e et d&#039;Ivry-sur-Seine"
AR0IAWL1187B9A96D0,"Panama"
AR0IHC91187B9B1347,"New York, NY"
AR0IHVF1187B9A0E30,"Riverside, CA"
AR0ILWV1187FB47CAA,"Dayton, OH"
AR0IT221187B999C4D,"BELGIUM"
AR0IU4L1187FB4CCB9,"Liverpool, England"
AR0IUHB1187B9B20A7,"California - LA"
AR0IUHT1187B98B6CF,"United States"
AR0IVGJ1187FB55D61,"Bristol, TN"
AR0IVSA1187FB4F069,"New York"
AR0IVTL1187B9AD520,"Los Angeles, CA"
AR0IWIR1187B98BF54,"Buenos Aires, Argentina"
AR0IXTE1187B99D317,"Marseilles, France"
AR0IZFX1187B9A9CCD,"NY - New York City"
AR0J0JF1187B991270,"Newport Beach, CA"
AR0J7BW1187B99693E,"Monroe, LA"
AR0JEOI1187B98B918,"Texas"
AR0JGK61187FB53658,"London"
AR0JURX1187FB3C8FF,"Brewster New York USA"
AR0K52Y1187B9B69A6,"Los Angeles, CA"
AR0K7931187FB4BD84,"Poitiers "
AR0KBXO1187B996460,"Des Moines, Iowa"
AR0KOD7119B8669AFA,"Mobile, AL"
AR0KOSV1187FB5BA51,"Ohio/London"
AR0KPFK1187FB4C8A0,"Detroit, MI"
AR0KVKH1187B98C13B,"Detroit, MI"
AR0KWGF1187FB5C85E,"New York, NY"
AR0KWXO1187B9A59C2,"Chicago"
AR0KY3F1187B991D13,"England"
AR0L55W1187B9B46FA,"Dunfermline, Scotland"
AR0LB821187B9B90F1,"Santiago, Chile"
AR0LFJ41187B9BA10E,"Dagengam, England"
AR0LKGN1187B98C163,"United States"
AR0LP1J1187FB543D9,"Málaga"
AR0LPDJ1187B9919F1,"Belfast, Northern Ireland"
AR0LVFQ1187B9A84E0,"NY - New York City"
AR0LWVG1187B98E124,"Eastchester, NY"
AR0M1881187B999CD1,"Manchester, England"
AR0M6EP1187B9B84D2,"Natchez, MS"
AR0MC4G1187B9AE836,"Charlotte, NC"
AR0MENX1187B9B0705,"Illinois"
AR0MLEO1187B9ADB84,"Warrenton, VA"
AR0MN1X1187B990B33,"Allemagne "
AR0MQQF1187FB4E377,"Bogota Colombia"
AR0MUE21187FB3EEB9,"Fredericton, NB"
AR0MWD61187B9B2B12,"Los Angeles, CA"
AR0N0DX1187FB41327,"London, England"
AR0N3XK1187B9B0C9E,"Brooklyn, NY"
AR0N7RH1187B9B7497,"Surrey, England"
AR0N82P1187B98DBC2,"United States"
AR0N9BV1187FB3AD01,"Hartford, CT"
AR0NDTG1187FB391CA,"Sliema, Malta"
AR0NH5R1187B9A47C9,"Londonderry"
AR0NK3L1187FB56C7D,"The Ether"
AR0NKFJ1187B9AF1FF,"Essex, England"
AR0NKSJ1187B990988,"California - LA"
AR0NQD81187FB3AD13,"Fort Worth, TX"
AR0O3AV1187FB4D030,"New York, NY"
AR0O9GK11A348F08F6,"Tennessee"
AR0O9WU1187FB55E83,"Kauai, HI"
AR0OE2I1187B989368,"NY - New York City"
AR0OEYB1187FB4A81E,"Yorkshire, England"
AR0OGT41187FB41D95,"Grand Prarie, TX"
AR0OZGN1187B99BC1C,"Poggio Bustone, Rieti, Italy"
AR0P2LY1187B9AADA7,"Illinois"
AR0P74L1187FB4A58E,"Vancouver BC"
AR0PGDM1187B990E66,"Detroit, MI"
AR0PIOO1187FB486D1,"Northants and Nottingham, UK"
AR0PLR91187FB3F758,"Oslo, Norway"
AR0PP4K1187B9B2A38,"New York, NY"
AR0PUK71187B9AC3C0,"New York, NY"
AR0Q1CA1187B9A7296,"Boulogne Billancourt (92)"
AR0Q5N81187B98F572,"Ohio"
AR0Q6XH1187FB3CDE3,"Los Angeles, CA"
AR0QJ2E1187B9B76C2,"Centerville, TN"
AR0QPVH1187FB58929,"Dallas, TX"
AR0QQGK1187FB4D5CB,"Greenville, NC"
AR0QT3O1187FB56860,"Dublin, Ireland"
AR0QTHK1187FB56697,"Lowell, MA"
AR0R71A1187B9895D4,"Ventura, CA"
AR0R7MR1187B990C7A,"Benoit, MS"
AR0RCKZ1187FB52EA2,"Texas"
AR0RCMP1187FB3F427,"Beaumont, TX"
AR0RCVF1187FB4697A,"Newcastle"
AR0RD821187B9ADA65,"Kent, England"
AR0REL71187B9B7AD0,"South Dakota"
AR0REZC1187FB4E944,"California - LA"
AR0RRCB1187B98C613,"MEDELLIN - COLOMBIA"
AR0RVLY1187B9B6611,"Los Angeles, CA"
AR0RW5L1187FB4E133,"Omaha, NE"
AR0RY1T1187FB48C9D,"Singapore"
AR0S0EO1187FB490BE,"St. Louis, MO"
AR0S2W21187B9B1DF2,"Japan"
AR0S5XI1187B98C9CD,"Erie, PA"
AR0SA5A1187B99A08A,"Kuopio"
AR0SAXV1187FB413D6,"Sparta, NC"
AR0SOO11187B9B1054,"West Covina, CA"
AR0SRVL1187B98A9C3,"Lubbock, TX"
AR0SZJB1187B98DA0F,"Maryland"
AR0SZW11187B98C5E5,"NY - New York City"
AR0T0NH1187B9AB886,"Chicago, IL"
AR0TE9P1187B98E724,"Jackson, MS"
AR0TFFE1187FB43610,"Hampton, VA"
AR0TGMI1187FB5AAFE,"Texas"
AR0TKGM1187B98B40E,"London"
AR0TZ7T1187B994E37,"Detroit, MI"
AR0TZXE1187B99826E,"Roma"
AR0U44O1187B99007C,"London, England"
AR0U6711187FB3FFB1,"Oslo"
AR0U8MF1187FB53EF6,"New York"
AR0UCOW1187B9AD637,"Dartford, Kent, England"
AR0UIYT1187FB38545,"New Orleans, LA"
AR0UJ251187FB42853,"Derry, Northern Ireland"
AR0UKQ21187B98FDCC,"Paris, France"
AR0ULD71187FB50317,"Omaha, Nebraska USA"
AR0URDW1187B9934E6,"New York, NY [Brooklyn]"
AR0UU8K1187B9934AE,"Cologne"
AR0UYMQ1187B9ADFE1,"Berlin, Germany"
AR0UZIF1187FB54AB0,"New Orleans, LA"
AR0V0QC1187B9AAA26,"Arizona"
AR0V19Y1187FB5A73C,"Kent, UK"
AR0V36F1187FB366B1,"Ireland"
AR0V6L411A348F060C,"seattle Washington USA"
AR0V8MJ11C8A42C918,"Los Angeles"
AR0VIQV1187B9978F8,"California - SF"
AR0VKIO1187FB487CE,"Ludovic Navarre"
AR0VPTL1187B98A79A,"Città di Castello"
AR0VQ8W1187FB4F4D9,"Cuneo, Italy"
AR0VR1O1187B9A0F1F,"Örebro"
AR0VS771187B99564F,"DE"
AR0VTQL1187FB4DC86,"London"
AR0VVOT1187FB3B474,"Houston, TX"
AR0VWV51187B996A52,"Washington, DC"
AR0VZJA1187B9AEFB4,"Oregon"
AR0VZWC1187B99BA57,"Melbourne, Australia"
AR0W2OO1187FB5549E,"Boston, MA"
AR0W4YS1187FB3B528,"Los Angeles, CA"
AR0W7561187FB57131,"California - LA"
AR0W9VR1187FB4D78A,"Santa Rosa, CA"
AR0WAEY1187B9963B5,"Georgia"
AR0WAW61187B98B7D7,"New York, NY"
AR0WBBL1187FB4677D,"Buffalo, NY"
AR0WG3L1187B9B8DD8,"California - SF"
AR0WLH6119B8669027,"CANADA - Ontario"
AR0WNOA1187FB42151,"Berlin"
AR0WQ1Q1187B992E16,"New York"
AR0WQ1V1187B9ADE2C,"England"
AR0WV4Y1187B99B806,"Ghana"
AR0WWZ11187B998EE5,"Tennessee"
AR0WXWU1187B9AB33F,"Mass. - Boston"
AR0X0NS1187B9B3106,"San Francisco, CA"
AR0X7WJ1187B9A7A48,"Oakland, CA"
AR0X8AZ1187B98B5C0,"Chicago, IL"
AR0XAJ71187FB57A4A,"Chicago, IL"
AR0XBGZ1187B98D263,"NY - New York City"
AR0XFXQ1187B98C49F,"Dublin, Ireland"
AR0XJ291187FB45855,"Dayton, Ohio"
AR0XOGM1187B9B3754,"New York"
AR0XSOO1187B9B9E88,"London / Ex-Manchester"
AR0XU3C1187B98A72C,"CANADA - Ontario"
AR0XUBM1187B995E47,"North Carolina"
AR0Y5K31187FB383D3,"Harlem, NY"
AR0YHRY1187FB58249,"San Sebasti� Spain"
AR0YJK01187B98DF25,"Arkansas"
AR0YSNY1187B9A06E8,"Los Angeles, CA"
AR0YTWT1187FB3D62F,"Monterey, CA"
AR0Z0DU1187FB3DF2E,"Frankfurt, Germany"
AR0Z4121187FB57AF8,"Louisiana"
AR0Z4SI1187B9B92E8,"AUSTRALIA"
AR0ZAML1187FB39AAE,"NY - Upstate NY"
AR0ZCYP1187B98A7E2,"Japan"
AR0ZEDE1187B995326,"New York, NY"
AR0ZL3Z1187FB52065,"Rochester, NY"
AR0ZT0G1187B9B5842,"mcr/ldn"
AR0ZTBS1187FB46757,"Zurich, Switzerland"
AR0ZYYJ1187B99CC55,"Mass. - Boston"
AR0ZZFV1187B98F260,"Alabama"
AR106UF1187FB53888,"Texas"
AR109IQ1187B98E487,"Texas"
AR10EQF11C8A42AC19,"Oslo / Berlin"
AR10KZ91187FB43B99,"Nashville, TN"
AR10QE51187FB4B5BF,"Paris"
AR10R6Q1187B999F3D,"St Croix"
AR1104Y1187FB43EE8,"Great Britain / UK"
AR11AHF11C8A423C32,"Darmstadt"
AR11BMU1187FB4CF94,"Frankfurt am Main"
AR11MJY1187FB3DB08,"Cincinnati"
AR11SHH1187B98940A,"Barcelona / Mollerussa"
AR11T5L1187B9B8B14,"California - LA"
AR11UOL1187FB57850,"Mansfield, TX"
AR11VDP1187B98BF96,"New York, NY"
AR11WM51187B98A6EA,"NY - New York City"
AR11WT91187FB3A057,"San Diego"
AR122A6119B3402FEF,"Kingston"
AR123BW1187FB38392,"UK"
AR123TC1187B98E3A3,"Queensbridge, NY"
AR129V01187B99E150,"Aubervilliers ( 93 )"
AR12G7A1187B994BF6,"Miami, FL"
AR12HYN1187FB4D7A8,"New Jersey"
AR12L791187B9B9A48,"Glasgow, Scotland"
AR12MUW1187B9A5DF4,"HOUSTON, Texas"
AR12MYU1187B9AE31D,"Texas"
AR12NMA1187FB4EB60,"California - LA"
AR12O271187B991EB8,"California"
AR12O5K1187B98EE87,"Nashua, NH"
AR12UD81187B98CB39,"Santa Cruz CA"
AR12W831187B990DD8,"Maine"
AR130WA1187B9AF726,"Brooklyn, NY"
AR135QP1187B992A88,"Fairfield, Connecticut"
AR139EA1187FB567C2,"France"
AR139WZ1187FB3F4E9,"Atlanta, Georgia"
AR13BOC1187FB403B9,"Shenandoah, PA"
AR13CXU1187B9AD30A,"London, England"
AR13KRJ1187FB3907F,"Greece"
AR13O9G1187B98CA1C,"Illinois"
AR13ZKG1187B99BD42,"Ireland"
AR142831187B9ADBC7,"South Africa"
AR146Z8119B866996C,"Texas"
AR14A2Y1187B9B806E,"Nashville, TN"
AR14BJQ1187B9ACC2E,"Oakland, CA"
AR14CJ91187FB3A994,"Madisonville, TN"
AR14DVW1187FB568FB,"Seattle, WA"
AR14QNC1187FB4C7F7,"Nashville, TN"
AR1518Q1187B98A906,"Harrisburg, PA"
AR154KY11C8A42C612,"NORWAY"
AR158YO1187B98C233,"Dublin"
AR1591T1187B9A01CD,"Los Angeles, CA"
AR15DJQ1187FB5910C,"Seattle, WA"
AR15DNC1187FB3E8DD,"Vallecas"
AR15FQ11187FB36BE8,"Kingston"
AR15G4V1187B99096F,"London, England"
AR15IO41187FB4D3FF,"New York, NY"
AR15KW01187FB53510,"Melbourne, Austrailia"
AR15L9L1187FB469BB,"California - LA"
AR15M8M1187FB3D21B,"Cleveland, OH"
AR15P571187FB55411,"AUSTRALIA"
AR15YLD1187FB3D4DD,"Copenhagen, Denmark"
AR162DQ1187FB3D75D,"Oklahoma City, OK"
AR163GO1187B98C940,"Montreal, Quebec, Canada"
AR1684Y1187B98A813,"California - LA"
AR16FF01187B98E24E,"Dallas, TX"
AR16IVI1187B99EB73,"Istanbul"
AR16KJA1187B99C176,"Champaign, IL"
AR16NGV1187FB5B8BC,"Lausanne, CH"
AR16OG61187B9892B5,"Montreal"
AR16R3P1187FB59B66,"Montclair, NJ"
AR16V6G1187FB56192,"Portland, OR"
AR178GA1187FB47DC1,"Toronto, Canada"
AR17CHC1187B9B4C38,"Oregon"
AR17D2T1187FB4DBC2,"Oxnard, CA"
AR17ELZ1187B99026E,"Garden City, NEW YORK"
AR17PO11187B99AFF9,"BREMERTON, Washington"
AR17UE71187B98A895,"Szombathely, Budapest"
AR17WY11187B9B3E61,"California - LA"
AR180HL1187FB51B75,"France"
AR180PG1187B997BAE,"Dallas, Texas"
AR183NY1187B98CB25,"St. Paul, MN"
AR1844P1187FB454B9,"California - LA"
AR187E31187B9A1316,"Philadelphia, PA"
AR1898D1187FB4617D,"Colchester"
AR18AFT1187FB3C8BE,"Horn Lake, MS"
AR18C351187B98AD38,"Valenciennes, France"
AR18EBX1187B9A66EB,"Illinois"
AR18FZ11187FB3961D,"Germany"
AR18H6P1187FB4F7D0,"UK - England - London"
AR18JZN1187FB366C7,"Nashville, Tennessee"
AR18NP91187B99EC8F,"Combs, Arkansas"
AR18OIQ1187FB46182,"Ohio"
AR18Q0Y1187B99340A,"Texas"
AR18R7P1187B9A9570,"Sheffield, England"
AR18WND1187FB4D04D,"Miami, FL"
AR18WZ11187B999736,"Fenmoy, Cork, Ireland"
AR18YKI1187FB54606,"Gary, IN"
AR190KO1187B9905EC,"Sydney, Australia"
AR193MX1187B9916C7,"Mass. - Western"
AR19GQN1187FB3ACF5,"Brazil"
AR19LCE1187B994B42,"Boston, Massachusetts"
AR19SOA1187B98F6E6,"New York"
AR19VHP1187B989F0E,"Bogotá Colombia"
AR1A1AD1187B9AB751,"Texas"
AR1A6RG1187B9A70CC,"ITALY"
AR1A8KP1187B98A0E4,"Birmingham"
AR1ABAO1187FB531E1,"Detroit, MI"
AR1AEWG11C8A4156AD,"Thornton Heath, London"
AR1AFC91187FB53318,"NY - New York City"
AR1AGRU1187FB445F7,"Chicago, IL"
AR1AGWD1187B99E04A,"Iowa"
AR1AJN81187FB3892F,"Ocala, FL"
AR1AMAC1187B99DF32,"Oakland, CA"
AR1AOJB1187B9AD286,"Gary, IN"
AR1B1ZY1187FB45571,"Maryland"
AR1B3281187B9B21AC,"West Memphis, AR"
AR1BA6K1187B9A5656,"Lima, OH"
AR1BCLG1187FB3E453,"NY - New York City"
AR1BJWF1187B998155,"New York, NY"
AR1BNKE1187FB4D03C,"Fullerton, CA"
AR1BQ6Y1187B98D586,"Montevideo, Uruguay."
AR1BRHR1187FB500D4,"Houston Texas USA"
AR1BSP01187B9914B2,"Cardiff, Wales"
AR1BZED1187FB4CDEE,"Memphis, TN"
AR1C4OQ1187B9A2105,"Chapel Hill, NC"
AR1C97Y1187FB36430,"New Orleans, LA"
AR1CB5G1187B9AFB8E,"Birmingham, England"
AR1CBZ01187FB36C63,"Manchester, England"
AR1CD5Z1187B98F2C2,"Lee's Summit, MO"
AR1COZX1187B990C52,"DeKalb, IL"
AR1CPTU1187B990B43,"NY - New York City"
AR1CRFP1187B98F683,"Detroit, MI"
AR1CTLZ1187FB3D7F9,"CANADA - Ontario"
AR1CWLN1187B9ADADE,"BUFFALO, New York"
AR1CYBH1187FB4395B,"SWEDEN"
AR1D1ES1187FB57228,"St. Andrews, Jamaica"
AR1D3AP1187B9B6DBB,"Israel, Tel Aviv"
AR1D7AK1187FB3E697,"North Carolina"
AR1D7TG1187B9B37F1,"Kensington, London, England"
AR1DBUI1187B99C300,"Madrid"
AR1DC0611A348EFB30,"Sudbury, Ontario - Canada"
AR1DJHE1187FB59C36,"Memphis, Tn"
AR1DP8P1187B9AF08C,"Birmingham, West Midlands, Englan"
AR1DT9T119B8668E65,"California - LA"
AR1DYIN1187FB49365,"Vinkovci"
AR1DZ3X1187B991E99,"New York, NY"
AR1DZ4U1187FB589DF,"Santa Monica, CA"
AR1E1951187B9AEE36,"Los Angeles, CA"
AR1E4V11187B99F400,"California - LA"
AR1E5AT1187FB392DC,"New York, NY"
AR1E72B1187FB3A183,"Austin"
AR1EC9B1187FB3ECC5,"Boulder, CO"
AR1EG7M1187FB3E7BB,"ATLANTA, Georgia"
AR1EJ9R119B3403912,"Brooklyn, NY"
AR1EN511187B989F22,"Toronto, Ontario, Canada"
AR1ERJ41187FB43238,"Chicago, IL"
AR1EWB51187B9A565E,"Illinois"
AR1F1I01187B9A0598,"California - LA"
AR1F3QS1187B98F5A7,"Queens, NY"
AR1F3W51187B9A5E30,"New Jersey"
AR1F5321187B9A3EBF,"Philadelphia, PA"
AR1F5Q71187FB425EF,"Vancouver, British Columbia, Cana"
AR1F63U1187B998E20,"DETROIT, Michigan"
AR1F6T91187FB4D5FE,"Hull, England"
AR1FLAG1187FB39B0E,"Nashville, TN"
AR1FOTV1187B9BA0D0,"Pittsburgh, PA"
AR1FQHJ1187FB3DD8C,"New Jersey"
AR1FXMW1187FB4F58F,"Erie, PA"
AR1FXTX1187B99E0B2,"California - LA"
AR1G0OP1187B9AFE9B,"Iceland"
AR1G1V51187FB4CE4B,"California"
AR1G28V1187B9A975B,"Montrose, PA and Kapolei, HI"
AR1G3G71187B98FE83,"Tacoma, WA"
AR1G52Z1187B9A2C0A,"Guadalajara, Mexico"
AR1GDKO1187FB39083,"California - LA"
AR1GQES1187FB4AA77,"GERMANY"
AR1GSRQ1187FB5133F,"CANADA - Ontario"
AR1GT0N1187FB3B510,"Nottingham, England"
AR1GW0U1187B9B29FD,"Minneapolis, MN"
AR1GYND1187B9A9CD3,"Santa Rosa, California"
AR1H0121187FB397F9,"California - SF"
AR1HDAH1187FB459D7,"North Carolina"
